district,year,age_range,spanish_men,spanish_women,spanish_total,foreign_total,total,spanish_men_ref,spanish_women_ref,spanish_total_ref,foreign_total_ref,total_ref,spanish_men_ratio,spanish_women_ratio,spanish_total_ratio,foreign_total_ratio,total_ratio
Tetuán,2006,25-39,13784,13912,27696,15920,43616,14215,14535,28750,13575,42325,0.9696799155821315,0.9571379428964568,0.9633391304347826,1.172744014732965,1.0305020673360898
Tetuán,2007,25-39,13707,13897,27604,14755,42359,14215,14535,28750,13575,42325,0.9642631023566655,0.9561059511523908,0.9601391304347826,1.0869244935543279,1.0008033077377436
Tetuán,2008,25-39,13752,14084,27836,15752,43588,14215,14535,28750,13575,42325,0.9674287724234963,0.9689714482284142,0.9682086956521739,1.1603683241252303,1.0298405197873597
Tetuán,2009,25-39,13769,14083,27852,16486,44338,14215,14535,28750,13575,42325,0.9686246922265213,0.9689026487788097,0.9687652173913044,1.214438305709024,1.0475605434140578
Tetuán,2010,25-39,13816,14057,27873,16581,44454,14215,14535,28750,13575,42325,0.9719310587407668,0.9671138630890953,0.9694956521739131,1.221436464088398,1.0503012404016538
Tetuán,2011,25-39,13614,13925,27539,16347,43886,14215,14535,28750,13575,42325,0.9577207175518818,0.9580323357413141,0.9578782608695652,1.2041988950276243,1.0368812758417012
Tetuán,2012,25-39,13758,13922,27680,15203,42883,14215,14535,28750,13575,42325,0.9678508617657404,0.9578259373925009,0.9627826086956521,1.119926335174954,1.0131836975782635
Tetuán,2013,25-39,13895,14027,27922,14434,42356,14215,14535,28750,13575,42325,0.9774885684136475,0.9650498796009632,0.9712,1.0632780847145489,1.0007324276432368
Tetuán,2014,25-39,13732,13789,27521,12764,40285,14215,14535,28750,13575,42325,0.9660218079493493,0.9486756105951153,0.9572521739130435,0.9402578268876611,0.951801535735381
Tetuán,2015,25-39,13545,13702,27247,11433,38680,14215,14535,28750,13575,42325,0.9528666901160746,0.9426900584795321,0.9477217391304348,0.8422099447513812,0.9138806851742469
Tetuán,2016,25-39,13677,13686,27363,11528,38891,14215,14535,28750,13575,42325,0.9621526556454449,0.9415892672858617,0.9517565217391304,0.849208103130755,0.9188659184878913
Tetuán,2017,25-39,13694,13780,27474,11648,39122,14215,14535,28750,13575,42325,0.96334857544847,0.9480564155486756,0.9556173913043479,0.8580478821362799,0.9243236857649143
Tetuán,2004,40-64,16965,21295,38260,6248,44508,16965,21295,38260,6248,44508,1.0,1.0,1.0,1.0,1.0
Tetuán,2005,40-64,17385,21679,39064,7130,46194,16965,21295,38260,6248,44508,1.0247568523430592,1.018032401972294,1.0210141139571354,1.1411651728553136,1.03788083041251
Tetuán,2006,40-64,17431,21843,39274,8200,47474,16965,21295,38260,6248,44508,1.0274683171234895,1.0257337403146278,1.0265028750653424,1.3124199743918055,1.0666397052215333
Tetuán,2007,40-64,17908,22176,40084,7699,47783,16965,21295,38260,6248,44508,1.055585027998821,1.0413712138999764,1.0476738107684265,1.232234314980794,1.073582277343399
Tetuán,2008,40-64,18072,22410,40482,7976,48458,16965,21295,38260,6248,44508,1.0652519893899204,1.052359708851843,1.0580763199163616,1.2765685019206146,1.0887480902309696
Tetuán,2009,40-64,18445,22567,41012,8565,49577,16965,21295,38260,6248,44508,1.0872384320660182,1.0597323315332237,1.07192890747517,1.3708386683738796,1.1138896378179204
Tetuán,2010,40-64,18680,22746,41426,8983,50409,16965,21295,38260,6248,44508,1.1010904804008252,1.0681380605776003,1.0827496079456351,1.4377400768245838,1.1325829064437853
Tetuán,2011,40-64,18985,22870,41855,9130,50985,16965,21295,38260,6248,44508,1.1190686707928088,1.073961023714487,1.0939623627809723,1.4612676056338028,1.1455244001078457
Tetuán,2012,40-64,19329,23306,42635,8754,51389,16965,21295,38260,6248,44508,1.139345711759505,1.0944353134538625,1.1143491897543125,1.401088348271447,1.1546014199694437
Tetuán,2013,40-64,19762,23775,43537,8533,52070,16965,21295,38260,6248,44508,1.1648688476274682,1.1164592627377319,1.1379247255619447,1.3657170294494239,1.1699020400826818
Tetuán,2014,40-64,19915,23831,43746,8030,51776,16965,21295,38260,6248,44508,1.1738874152667256,1.119088988025358,1.1433873497124936,1.2852112676056338,1.1632964860249844
Tetuán,2015,40-64,20272,24193,44465,7580,52045,16965,21295,38260,6248,44508,1.194930739758326,1.136088283634656,1.1621798222686879,1.2131882202304738,1.169340343309068
Tetuán,2016,40-64,20598,24527,45125,8026,53151,16965,21295,38260,6248,44508,1.2141467727674624,1.1517727166001408,1.1794302143230528,1.2845710627400768,1.1941898085737395
Tetuán,2017,40-64,20764,24681,45445,8287,53732,16965,21295,38260,6248,44508,1.223931623931624,1.159004461141113,1.187794040773654,1.3263444302176697,1.2072436415925227
Tetuán,2004,65-84,10467,16865,27332,591,27923,10467,16865,27332,591,27923,1.0,1.0,1.0,1.0,1.0
Tetuán,2005,65-84,10187,16469,26656,654,27310,10467,16865,27332,591,27923,0.9732492595777205,0.9765194189149126,0.9752670861993268,1.1065989847715736,0.9780467714787093
Tetuán,2006,65-84,10086,16321,26407,766,27173,10467,16865,27332,591,27923,0.9635998853539696,0.9677438482063445,0.9661568857017415,1.2961082910321489,0.9731404218744404
Tetuán,2007,65-84,9968,16012,25980,619,26599,10467,16865,27332,591,27923,0.9523263590331518,0.9494218796323748,0.9505341723986536,1.0473773265651438,0.9525838914156788
Tetuán,2008,65-84,9860,15768,25628,586,26214,10467,16865,27332,591,27923,0.942008216298844,0.9349540468425733,0.937655495390019,0.9915397631133672,0.9387959746445582
Tetuán,2009,65-84,9734,15570,25304,628,25932,10467,16865,27332,591,27923,0.9299703831088182,0.9232137563000297,0.9258012585979803,1.0626057529610828,0.9286967732693479
Tetuán,2010,65-84,9666,15457,25123,690,25813,10467,16865,27332,591,27923,0.9234737747205503,0.9165134894752446,0.9191789843406996,1.16751269035533,0.9244350535400924
Tetuán,2011,65-84,9548,15282,24830,710,25540,10467,16865,27332,591,27923,0.9122002483997325,0.9061369700563296,0.908458949217035,1.2013536379018612,0.9146581671023887
Tetuán,2012,65-84,9434,15017,24451,691,25142,10467,16865,27332,591,27923,0.9013088755135187,0.8904239549362585,0.8945924191423972,1.1692047377326564,0.9004046843104251
Tetuán,2013,65-84,9325,14836,24161,686,24847,10467,16865,27332,591,27923,0.8908951944205599,0.8796916691372665,0.8839821454705108,1.1607445008460238,0.8898399169143717
Tetuán,2014,65-84,9251,14633,23884,643,24527,10467,16865,27332,591,27923,0.883825355880386,0.8676549066113253,0.8738475047563296,1.0879864636209813,0.8783798302474662
Tetuán,2015,65-84,9226,14530,23756,659,24415,10467,16865,27332,591,27923,0.881436896914111,0.8615475837533353,0.8691643494804625,1.1150592216582065,0.8743687999140494
Tetuán,2016,65-84,9141,14346,23487,714,24201,10467,16865,27332,591,27923,0.8733161364287761,0.8506374147643048,0.8593224059710229,1.2081218274111676,0.8667048669555564
Tetuán,2017,65-84,9014,14181,23195,813,24008,10467,16865,27332,591,27923,0.8611827648800994,0.840853839312185,0.8486389579979511,1.3756345177664975,0.859793002184579
Tetuán,2004,85-100,1188,3036,4224,45,4269,1188,3036,4224,45,4269,1.0,1.0,1.0,1.0,1.0
Tetuán,2005,85-100,1185,3043,4228,53,4281,1188,3036,4224,45,4269,0.9974747474747475,1.0023056653491436,1.0009469696969697,1.1777777777777778,1.0028109627547435
Tetuán,2006,85-100,1242,3172,4414,55,4469,1188,3036,4224,45,4269,1.0454545454545454,1.0447957839262187,1.0449810606060606,1.2222222222222223,1.046849379245725
Tetuán,2007,85-100,1411,3457,4868,32,4900,1188,3036,4224,45,4269,1.1877104377104377,1.13866930171278,1.152462121212121,0.7111111111111111,1.1478097915202623
Tetuán,2008,85-100,1369,3411,4780,32,4812,1188,3036,4224,45,4269,1.1523569023569022,1.1235177865612649,1.1316287878787878,0.7111111111111111,1.1271960646521433
Tetuán,2009,85-100,1442,3553,4995,38,5033,1188,3036,4224,45,4269,1.2138047138047139,1.1702898550724639,1.1825284090909092,0.8444444444444444,1.1789646287186695
Tetuán,2010,85-100,1535,3719,5254,44,5298,1188,3036,4224,45,4269,1.2920875420875422,1.2249670619235837,1.243844696969697,0.9777777777777777,1.2410400562192552
Tetuán,2011,85-100,1582,3850,5432,47,5479,1188,3036,4224,45,4269,1.3316498316498318,1.2681159420289856,1.2859848484848484,1.0444444444444445,1.2834387444366362
Tetuán,2012,85-100,1642,4055,5697,46,5743,1188,3036,4224,45,4269,1.3821548821548821,1.335638998682477,1.3487215909090908,1.0222222222222221,1.3452799250409933
Tetuán,2013,85-100,1750,4158,5908,49,5957,1188,3036,4224,45,4269,1.473063973063973,1.3695652173913044,1.3986742424242424,1.0888888888888888,1.395408760833919
Tetuán,2014,85-100,1874,4332,6206,52,6258,1188,3036,4224,45,4269,1.5774410774410774,1.4268774703557312,1.4692234848484849,1.1555555555555554,1.465917076598735
Tetuán,2015,85-100,1926,4466,6392,48,6440,1188,3036,4224,45,4269,1.621212121212121,1.4710144927536233,1.5132575757575757,1.0666666666666667,1.5085500117123447
Tetuán,2016,85-100,1996,4600,6596,51,6647,1188,3036,4224,45,4269,1.6801346801346801,1.5151515151515151,1.5615530303030303,1.1333333333333333,1.5570391192316702
Tetuán,2017,85-100,2039,4651,6690,61,6751,1188,3036,4224,45,4269,1.7163299663299663,1.5319499341238472,1.5838068181818181,1.3555555555555556,1.5814007964394472
Tetuán,2004,Total,54808,67322,122130,29924,152054,54808,67322,122130,29924,152054,1.0,1.0,1.0,1.0,1.0
Tetuán,2005,Total,54645,66869,121514,31439,152953,54808,67322,122130,29924,152054,0.9970259816085243,0.9932711446481091,0.9949561942192745,1.050628258254244,1.0059123732358242
Tetuán,2006,Total,54261,66587,120848,34294,155142,54808,67322,122130,29924,152054,0.9900197051525325,0.989082320786667,0.989502988618685,1.1460366261195027,1.0203085745853446
Tetuán,2007,Total,54433,66554,120987,31180,152167,54808,67322,122130,29924,152054,0.9931579331484455,0.9885921392709665,0.9906411201179072,1.0419729982622643,1.0007431570363161
Tetuán,2008,Total,54670,66984,121654,33316,154970,54808,67322,122130,29924,152054,0.997482119398628,0.9949793529603993,0.996102513714894,1.1133538297019114,1.0191773975035185
Tetuán,2009,Total,55195,67264,122459,34944,157403,54808,67322,122130,29924,152054,1.0070610129908042,0.9991384688511927,1.0026938508147056,1.1677583210800695,1.0351782919226065
Tetuán,2010,Total,55586,67635,123221,35077,158298,54808,67322,122130,29924,152054,1.014195008028025,1.0046492974064942,1.0089331040694343,1.1722029140489238,1.041064358714667
Tetuán,2011,Total,55740,67540,123280,34390,157670,54808,67322,122130,29924,152054,1.0170048168150634,1.0032381688006893,1.009416195856874,1.1492447533752173,1.0369342470438134
Tetuán,2012,Total,56289,67965,124254,32197,156451,54808,67322,122130,29924,152054,1.0270216026857393,1.0095511125635008,1.017391304347826,1.0759590963774897,1.0289173583069173
Tetuán,2013,Total,56957,68489,125446,30887,156333,54808,67322,122130,29924,152054,1.0392096044373085,1.0173346008734143,1.0271513960533858,1.0321815265338858,1.028141318215897
Tetuán,2014,Total,56914,68230,125144,27999,153143,54808,67322,122130,29924,152054,1.03842504743833,1.0134874186744303,1.0246786211414067,0.9356703649244753,1.0071619293145857
Tetuán,2015,Total,57242,68668,125910,25403,151313,54808,67322,122130,29924,152054,1.04440957524449,1.0199934642464574,1.0309506263817243,0.8489172570511964,0.9951267312928301
Tetuán,2016,Total,57919,69057,126976,26100,153076,54808,67322,122130,29924,152054,1.0567617866004964,1.0257716645375954,1.0396790305412265,0.8722095976473734,1.0067212963815486
Tetuán,2017,Total,58177,69302,127479,26743,154222,54808,67322,122130,29924,152054,1.0614691285943658,1.0294108909420399,1.0437975927290593,0.8936973666622109,1.0142580925197626
Usera,2004,0-24,7978,7681,15659,4939,20598,7978,7681,15659,4939,20598,1.0,1.0,1.0,1.0,1.0
Usera,2005,0-24,7664,7405,15069,5597,20666,7978,7681,15659,4939,20598,0.9606417648533467,0.9640671787527666,0.9623219873555144,1.133225349260984,1.0033012913875134
Usera,2006,0-24,7389,7128,14517,6247,20764,7978,7681,15659,4939,20598,0.9261719729255452,0.9280041661242026,0.9270706941694872,1.2648309374367281,1.0080590348577532
Usera,2007,0-24,7041,6829,13870,6143,20013,7978,7681,15659,4939,20598,0.8825520180496365,0.8890769431063663,0.885752602337314,1.243774043328609,0.9715991843868337
Usera,2008,0-24,7032,6809,13841,7289,21130,7978,7681,15659,4939,20598,0.881423915768363,0.8864731154797553,0.88390063222428,1.4758048187892285,1.0258277502670161
Usera,2009,0-24,7047,6797,13844,7353,21197,7978,7681,15659,4939,20598,0.8833040862371522,0.8849108189037885,0.8840922153394214,1.488762907471148,1.029080493251772
Usera,2010,0-24,7086,6821,13907,6977,20884,7978,7681,15659,4939,20598,0.888192529456004,0.8880354120557219,0.8881154607573919,1.4126341364648713,1.0138848431886591
Usera,2011,0-24,7065,6931,13996,6248,20244,7978,7681,15659,4939,20598,0.8855602907996992,0.902356464002083,0.893799093173255,1.265033407572383,0.9828138654238275
Usera,2012,0-24,7289,7102,14391,5444,19835,7978,7681,15659,4939,20598,0.9136375031336175,0.9246191902096081,0.9190242033335462,1.1022474185057705,0.9629575686959899
Usera,2013,0-24,7512,7270,14782,4823,19605,7978,7681,15659,4939,20598,0.9415893707696165,0.9464913422731415,0.9439938693403155,0.9765134642640211,0.9517914360617535
Usera,2014,0-24,7739,7400,15139,4265,19404,7978,7681,15659,4939,20598,0.9700426171972926,0.9634162218461138,0.9667922600421482,0.8635351285685361,0.9420332071074862
Usera,2015,0-24,7957,7643,15600,3972,19572,7978,7681,15659,4939,20598,0.9973677613436952,0.9950527275094389,0.9962321987355515,0.8042113788216239,0.9501893387707544
Usera,2016,0-24,8282,7853,16135,4031,20166,7978,7681,15659,4939,20598,1.0381047881674605,1.0223929175888555,1.0303978542691103,0.8161571168252683,0.9790270900087387
Usera,2017,0-24,8468,8061,16529,4155,20684,7978,7681,15659,4939,20598,1.0614189019804463,1.0494727249056113,1.0555591033910212,0.8412634136464872,1.0041751626371493
Usera,2004,25-39,13690,13350,27040,9760,36800,13690,13350,27040,9760,36800,1.0,1.0,1.0,1.0,1.0
Usera,2005,25-39,13393,13096,26489,11715,38204,13690,13350,27040,9760,36800,0.9783053323593864,0.9809737827715356,0.9796227810650887,1.2003073770491803,1.0381521739130435
Usera,2006,25-39,13088,12797,25885,13786,39671,13690,13350,27040,9760,36800,0.9560262965668371,0.9585767790262172,0.9572855029585798,1.4125,1.0780163043478261
Usera,2007,25-39,12214,12192,24406,14082,38488,13690,13350,27040,9760,36800,0.8921840759678598,0.9132584269662921,0.9025887573964497,1.442827868852459,1.0458695652173913
Usera,2008,25-39,11937,12005,23942,15384,39326,13690,13350,27040,9760,36800,0.8719503287070854,0.899250936329588,0.8854289940828403,1.5762295081967213,1.068641304347826
Usera,2009,25-39,11573,11676,23249,15970,39219,13690,13350,27040,9760,36800,0.8453615777940102,0.8746067415730338,0.8598002958579881,1.6362704918032787,1.065733695652174
Usera,2010,25-39,11130,11278,22408,16299,38707,13690,13350,27040,9760,36800,0.8130021913805697,0.8447940074906367,0.828698224852071,1.6699795081967213,1.051820652173913
Usera,2011,25-39,10703,10851,21554,15549,37103,13690,13350,27040,9760,36800,0.7818115412710007,0.812808988764045,0.7971153846153847,1.5931352459016392,1.008233695652174
Usera,2012,25-39,10294,10527,20821,13777,34598,13690,13350,27040,9760,36800,0.7519357195032871,0.7885393258426966,0.7700073964497042,1.411577868852459,0.9401630434782609
Usera,2013,25-39,10021,10404,20425,12174,32599,13690,13350,27040,9760,36800,0.7319941563184806,0.7793258426966292,0.755362426035503,1.2473360655737704,0.8858423913043478
Usera,2014,25-39,9565,10134,19699,10577,30276,13690,13350,27040,9760,36800,0.6986851716581446,0.7591011235955056,0.7285133136094675,1.0837090163934426,0.8227173913043478
Usera,2015,25-39,9293,9970,19263,9475,28738,13690,13350,27040,9760,36800,0.6788166544923302,0.746816479400749,0.7123890532544379,0.9707991803278688,0.7809239130434783
Usera,2016,25-39,8982,9691,18673,9583,28256,13690,13350,27040,9760,36800,0.656099342585829,0.7259176029962546,0.6905695266272189,0.9818647540983606,0.7678260869565218
Usera,2017,25-39,8618,9181,17799,9837,27636,13690,13350,27040,9760,36800,0.6295105916727538,0.6877153558052435,0.6582470414201184,1.0078893442622952,0.7509782608695652
